ria_id,titulo,tipo_publicacao,departamento,data_publicacao,ano_publicacao,autores_numero,downloads,citacoes,licenca_acesso
RIA01149,Publicação Científica 1149,Relatório,DEP,2019-10-21,2019,8,6427,49,Restrito
RIA01150,Publicação Científica 1150,Tese,DMAT,2021-07-24,2021,5,683,346,Embargado
RIA01151,Publicação Científica 1151,Artigo,DF,2025-12-15,2025,9,9340,183,Open Access
RIA01152,Publicação Científica 1152,Artigo,DQ,2020-03-30,2020,1,6170,353,Embargado
RIA01153,Publicação Científica 1153,Tese,DQ,2026-03-29,2026,6,1886,444,Open Access
RIA01154,Publicação Científica 1154,Artigo,DF,2020-09-09,2020,3,5404,322,Open Access
RIA01155,Publicação Científica 1155,Dissertação,DEP,2018-04-17,2018,1,442,65,Embargado
RIA01156,Publicação Científica 1156,Artigo,DEGEIT,2018-08-18,2018,6,11151,376,Embargado
RIA01157,Publicação Científica 1157,Artigo,DBIO,2023-04-28,2023,3,6221,87,Restrito
RIA01158,Publicação Científica 1158,Tese,DF,2023-03-24,2023,3,7280,187,Restrito
RIA01159,Publicação Científica 1159,Artigo,DLC,2023-05-17,2023,5,2948,31,Open Access
RIA01160,Publicação Científica 1160,Relatório,DF,2020-04-10,2020,9,6433,428,Restrito
RIA01161,Publicação Científica 1161,Artigo,DGEO,2024-10-11,2024,9,1188,444,Restrito
RIA01162,Publicação Científica 1162,Artigo,DETI,2020-08-07,2020,2,10167,253,Embargado
RIA01163,Publicação Científica 1163,Artigo,DEP,2025-02-23,2025,6,1187,396,Open Access
RIA01164,Publicação Científica 1164,Relatório,DMAT,2022-07-15,2022,8,6097,66,Embargado
RIA01165,Publicação Científica 1165,Artigo,DF,2020-11-18,2020,1,6850,351,Embargado
RIA01166,Publicação Científica 1166,Artigo,DGEO,2023-11-25,2023,2,2639,355,Open Access
RIA01167,Publicação Científica 1167,Dissertação,DGEO,2018-08-31,2018,2,11951,50,Open Access
RIA01168,Publicação Científica 1168,Relatório,DQ,2019-08-08,2019,4,5712,160,Open Access
RIA01169,Publicação Científica 1169,Artigo,DF,2022-05-24,2022,8,10911,437,Embargado
RIA01170,Publicação Científica 1170,Artigo,DBIO,2023-12-06,2023,8,8655,189,Open Access
RIA01171,Publicação Científica 1171,Artigo,DCM,2024-06-01,2024,6,7717,33,Embargado
RIA01172,Publicação Científica 1172,Artigo,DETI,2025-11-14,2025,1,8326,442,Open Access
RIA01173,Publicação Científica 1173,Artigo,DCM,2021-06-03,2021,9,9672,365,Embargado
RIA01174,Publicação Científica 1174,Artigo,DF,2023-03-04,2023,2,4523,10,Open Access
RIA01175,Publicação Científica 1175,Artigo,DQ,2018-02-07,2018,9,122,287,Open Access
RIA01176,Publicação Científica 1176,Artigo,DEP,2024-06-12,2024,7,5940,424,Open Access
RIA01177,Publicação Científica 1177,Tese,DCM,2025-02-17,2025,3,1618,309,Embargado
RIA01178,Publicação Científica 1178,Artigo,DF,2022-06-17,2022,3,4467,267,Open Access
RIA01179,Publicação Científica 1179,Dissertação,DLC,2022-12-21,2022,6,7936,154,Open Access
RIA01180,Publicação Científica 1180,Capítulo,DEGEIT,2024-11-25,2024,9,1516,433,Embargado
RIA01181,Publicação Científica 1181,Tese,DQ,2024-07-14,2024,7,220,42,Embargado
RIA01182,Publicação Científica 1182,Artigo,DEP,2018-10-28,2018,2,1353,198,Restrito
RIA01183,Publicação Científica 1183,Tese,DQ,2025-10-12,2025,3,9674,157,Restrito
RIA01184,Publicação Científica 1184,Artigo,DEP,2021-07-06,2021,8,2043,127,Open Access
RIA01185,Publicação Científica 1185,Artigo,DEP,2019-05-15,2019,4,758,309,Open Access
RIA01186,Publicação Científica 1186,Artigo,DGEO,2024-05-14,2024,5,10505,431,Open Access
RIA01187,Publicação Científica 1187,Dissertação,DBIO,2021-08-09,2021,5,10001,111,Embargado
RIA01188,Publicação Científica 1188,Tese,DCM,2023-01-24,2023,3,3734,0,Embargado
RIA01189,Publicação Científica 1189,Relatório,DETI,2019-12-10,2019,1,2341,236,Open Access
RIA01190,Publicação Científica 1190,Artigo,DF,2024-04-13,2024,1,7349,322,Open Access
RIA01191,Publicação Científica 1191,Tese,DQ,2018-10-16,2018,8,10815,187,Restrito
RIA01192,Publicação Científica 1192,Artigo,DQ,2019-10-11,2019,3,1558,410,Restrito
RIA01193,Publicação Científica 1193,Artigo,DLC,2020-01-28,2020,9,2605,22,Open Access
RIA01194,Publicação Científica 1194,Artigo,DEP,2019-05-31,2019,3,808,85,Open Access
RIA01195,Publicação Científica 1195,Artigo,DBIO,2023-07-29,2023,2,10695,199,Restrito
RIA01196,Publicação Científica 1196,Tese,DLC,2019-07-30,2019,6,241,25,Embargado
RIA01197,Publicação Científica 1197,Artigo,DGEO,2019-08-04,2019,5,169,270,Open Access
RIA01198,Publicação Científica 1198,Tese,DQ,2023-04-26,2023,6,2475,101,Embargado
RIA01199,Publicação Científica 1199,Capítulo,DBIO,2019-09-10,2019,4,11302,98,Embargado
RIA01200,Publicação Científica 1200,Relatório,DBIO,2023-01-07,2023,2,5709,99,Restrito
