despesa_id,data_despesa,departamento,rubrica,fornecedor,valor,estado,centro_custo
D000300,2025-05-14,DF,Equipamento,LabInstruments,30046.41,Pago,CC-DF-11
D000301,2025-03-25,DF,Pessoal,PrintWay,10967.22,Anulado,CC-DF-07
D000302,2025-10-13,DMAT,Infraestruturas,PrintWay,25302.14,Pago,CC-DMAT-03
D000303,2025-05-23,DETI,Viagens,LabInstruments,1153.05,Pago,CC-DETI-01
D000304,2025-09-09,DGEO,Serviços Externos,EduSoft,15609.73,Pago,CC-DGEO-06
D000305,2025-12-31,DF,Equipamento,GreenEnergy,13554.13,Pago,CC-DF-06
D000306,2025-02-21,DLC,Pessoal,EduSoft,6999.76,Pago,CC-DLC-12
D000307,2024-08-08,DGEO,Viagens,EduSoft,2692.29,Pago,CC-DGEO-06
D000308,2025-04-09,DQ,Investigação,GreenEnergy,16406.93,Pago,CC-DQ-04
D000309,2024-02-24,DGEO,Viagens,MedSupply,9895.03,Pago,CC-DGEO-02
D000310,2025-04-30,DMAT,Equipamento,GreenEnergy,52616.11,Pendente,CC-DMAT-06
D000311,2026-01-28,DMAT,Pessoal,TechVision,1563.85,Pendente,CC-DMAT-07
D000312,2025-08-24,DEGEIT,Infraestruturas,LabInstruments,22179.57,Pago,CC-DEGEIT-03
D000313,2025-05-26,DLC,Pessoal,PrintWay,3524.97,Pago,CC-DLC-02
D000314,2024-04-01,DGEO,Bolsas,GreenEnergy,18137.19,Pago,CC-DGEO-01
D000315,2026-02-06,DF,Manutenção,Global Office,13993.35,Pago,CC-DF-02
D000316,2024-10-22,DQ,Serviços Externos,DataCloud,16416.75,Pago,CC-DQ-07
D000317,2025-12-01,DLC,Pessoal,GreenEnergy,15027.87,Pago,CC-DLC-03
D000318,2024-01-30,DBIO,Infraestruturas,EduSoft,3947.86,Pago,CC-DBIO-02
D000319,2025-11-06,DF,Investigação,EduSoft,8808.64,Pago,CC-DF-11
D000320,2024-11-10,DEGEIT,Infraestruturas,GreenEnergy,45301.11,Pago,CC-DEGEIT-06
D000321,2025-03-04,DBIO,Viagens,MedSupply,16446.57,Pago,CC-DBIO-08
D000322,2024-09-29,DETI,Manutenção,MedSupply,13648.99,Pago,CC-DETI-01
D000323,2025-10-01,DGEO,Pessoal,TechVision,4590.84,Pago,CC-DGEO-01
D000324,2025-06-15,DBIO,Viagens,MedSupply,10693.94,Pago,CC-DBIO-03
D000325,2024-10-28,DGEO,Viagens,TechVision,8142.89,Pendente,CC-DGEO-10
D000326,2024-02-06,DCM,Viagens,EduSoft,6362.72,Pago,CC-DCM-06
D000327,2025-01-25,DETI,Manutenção,GreenEnergy,17193.62,Pago,CC-DETI-10
D000328,2024-02-06,DGEO,Bolsas,PrintWay,14805.25,Pago,CC-DGEO-11
D000329,2024-04-08,DBIO,Viagens,Campus Services,12200.18,Pendente,CC-DBIO-11
D000330,2025-12-20,DETI,Pessoal,LabInstruments,6166.27,Pendente,CC-DETI-09
D000331,2026-03-10,DLC,Serviços Externos,Global Office,9499.62,Pendente,CC-DLC-10
D000332,2025-09-01,DF,Bolsas,DataCloud,15887.5,Pago,CC-DF-12
D000333,2025-12-31,DEP,Manutenção,Global Office,17918.13,Pago,CC-DEP-02
D000334,2025-06-28,DEGEIT,Bolsas,DataCloud,3046.89,Pago,CC-DEGEIT-01
D000335,2024-10-28,DGEO,Serviços Externos,Campus Services,6647.62,Pago,CC-DGEO-03
D000336,2024-04-05,DBIO,Investigação,IberTravel,12043.92,Pago,CC-DBIO-12
D000337,2024-08-25,DETI,Manutenção,IberTravel,10839.18,Pago,CC-DETI-10
D000338,2024-06-17,DGEO,Manutenção,IberTravel,16802.71,Pendente,CC-DGEO-05
D000339,2024-11-29,DBIO,Equipamento,PrintWay,22788.17,Pago,CC-DBIO-09
D000340,2026-02-27,DETI,Investigação,EduSoft,2613.06,Pago,CC-DETI-03
D000341,2026-01-19,DGEO,Equipamento,PrintWay,26243.71,Pendente,CC-DGEO-12
D000342,2024-03-17,DBIO,Serviços Externos,GreenEnergy,8474.17,Pago,CC-DBIO-01
D000343,2025-02-02,DGEO,Infraestruturas,EduSoft,41007.99,Pago,CC-DGEO-08
D000344,2024-06-11,DEP,Serviços Externos,PrintWay,1668.41,Pendente,CC-DEP-06
D000345,2025-05-10,DMAT,Manutenção,Campus Services,9013.08,Pago,CC-DMAT-12
D000346,2025-06-05,DMAT,Investigação,GreenEnergy,12689.01,Pago,CC-DMAT-03
D000347,2025-10-07,DETI,Equipamento,LabInstruments,44655.01,Pago,CC-DETI-08
D000348,2024-01-12,DBIO,Viagens,Global Office,7687.65,Pago,CC-DBIO-12
D000349,2024-11-26,DLC,Infraestruturas,EduSoft,53522.83,Pendente,CC-DLC-02
D000350,2025-06-01,DBIO,Equipamento,TechVision,57332.53,Pago,CC-DBIO-11
D000351,2024-04-20,DF,Equipamento,EduSoft,32860.72,Pago,CC-DF-07
D000352,2025-03-11,DETI,Viagens,TechVision,213.93,Pendente,CC-DETI-05
D000353,2025-01-24,DQ,Bolsas,MedSupply,2494.96,Pendente,CC-DQ-05
D000354,2025-01-26,DBIO,Investigação,Campus Services,7500.8,Pendente,CC-DBIO-03
D000355,2024-05-11,DQ,Infraestruturas,TechVision,34408.05,Pendente,CC-DQ-09
D000356,2025-06-02,DQ,Serviços Externos,MedSupply,13623.6,Pago,CC-DQ-01
D000357,2025-07-06,DEGEIT,Viagens,PrintWay,17773.57,Pendente,CC-DEGEIT-03
D000358,2024-08-26,DEP,Serviços Externos,DataCloud,1925.04,Pago,CC-DEP-09
D000359,2026-02-21,DF,Infraestruturas,Global Office,20208.0,Pago,CC-DF-05
D000360,2025-09-06,DF,Infraestruturas,GreenEnergy,16394.64,Pago,CC-DF-04
D000361,2024-10-20,DLC,Pessoal,TechVision,17658.06,Pago,CC-DLC-08
D000362,2025-05-08,DQ,Manutenção,Campus Services,16140.5,Anulado,CC-DQ-05
D000363,2025-01-22,DBIO,Equipamento,MedSupply,31606.53,Pago,CC-DBIO-04
D000364,2025-07-05,DLC,Viagens,GreenEnergy,13310.5,Pago,CC-DLC-04
D000365,2024-02-01,DLC,Equipamento,TechVision,24480.46,Pago,CC-DLC-05
D000366,2025-10-13,DETI,Infraestruturas,Campus Services,20539.14,Pago,CC-DETI-03
D000367,2025-05-16,DLC,Serviços Externos,TechVision,8286.42,Pendente,CC-DLC-05
D000368,2024-01-24,DQ,Infraestruturas,GreenEnergy,34929.91,Pago,CC-DQ-09
D000369,2025-04-13,DMAT,Serviços Externos,DataCloud,2671.84,Pago,CC-DMAT-02
D000370,2024-06-27,DMAT,Viagens,LabInstruments,1956.28,Pago,CC-DMAT-03
D000371,2025-06-20,DCM,Investigação,TechVision,8179.32,Pendente,CC-DCM-12
D000372,2025-04-24,DETI,Manutenção,Global Office,16784.63,Pago,CC-DETI-01
D000373,2024-06-19,DBIO,Pessoal,PrintWay,13389.37,Pago,CC-DBIO-04
D000374,2025-12-03,DMAT,Investigação,PrintWay,14581.69,Pago,CC-DMAT-12
D000375,2024-06-13,DEGEIT,Serviços Externos,PrintWay,10336.83,Pago,CC-DEGEIT-06
D000376,2025-09-25,DLC,Infraestruturas,Global Office,53364.92,Anulado,CC-DLC-03
D000377,2025-10-24,DQ,Manutenção,GreenEnergy,12624.77,Pago,CC-DQ-08
D000378,2026-03-23,DQ,Manutenção,MedSupply,17800.34,Pago,CC-DQ-04
D000379,2024-01-24,DMAT,Equipamento,MedSupply,58654.8,Pago,CC-DMAT-09
D000380,2024-02-16,DBIO,Pessoal,TechVision,6240.57,Pago,CC-DBIO-04
D000381,2025-05-23,DLC,Bolsas,DataCloud,840.84,Pago,CC-DLC-05
D000382,2024-06-04,DEGEIT,Viagens,MedSupply,14474.17,Pago,CC-DEGEIT-08
D000383,2026-03-09,DCM,Pessoal,DataCloud,15802.24,Pago,CC-DCM-09
D000384,2025-01-11,DETI,Serviços Externos,IberTravel,5088.62,Pago,CC-DETI-02
D000385,2024-11-02,DCM,Viagens,Global Office,9095.02,Pendente,CC-DCM-10
D000386,2024-07-13,DCM,Pessoal,MedSupply,6366.22,Pago,CC-DCM-06
D000387,2025-09-29,DQ,Investigação,Campus Services,17342.91,Pendente,CC-DQ-09
D000388,2025-05-14,DEGEIT,Viagens,LabInstruments,3416.78,Pago,CC-DEGEIT-11
D000389,2024-04-30,DGEO,Infraestruturas,Campus Services,22421.17,Pago,CC-DGEO-12
D000390,2025-09-16,DGEO,Pessoal,MedSupply,10591.21,Pago,CC-DGEO-09
D000391,2024-06-12,DEP,Equipamento,Global Office,27037.5,Pago,CC-DEP-06
D000392,2025-11-02,DCM,Serviços Externos,TechVision,445.13,Pago,CC-DCM-08
D000393,2024-11-08,DETI,Manutenção,DataCloud,12639.65,Pago,CC-DETI-11
D000394,2025-10-24,DCM,Pessoal,Global Office,3080.44,Pago,CC-DCM-02
D000395,2024-03-15,DLC,Serviços Externos,IberTravel,17984.62,Pago,CC-DLC-07
D000396,2024-07-25,DF,Bolsas,MedSupply,2331.53,Pago,CC-DF-09
D000397,2024-05-03,DBIO,Manutenção,GreenEnergy,13962.92,Pago,CC-DBIO-04
D000398,2025-12-03,DF,Pessoal,IberTravel,5255.53,Pago,CC-DF-12
D000399,2024-02-01,DLC,Infraestruturas,EduSoft,24077.0,Pago,CC-DLC-04
D000400,2024-03-08,DCM,Serviços Externos,Campus Services,361.86,Pago,CC-DCM-01
D000401,2025-12-10,DEGEIT,Serviços Externos,MedSupply,15277.61,Pago,CC-DEGEIT-09
D000402,2025-09-12,DGEO,Infraestruturas,PrintWay,35732.6,Pago,CC-DGEO-07
D000403,2025-07-17,DF,Bolsas,LabInstruments,3862.1,Pago,CC-DF-03
D000404,2026-03-22,DF,Manutenção,TechVision,2827.61,Pendente,CC-DF-12
D000405,2025-09-05,DF,Infraestruturas,DataCloud,30660.16,Pago,CC-DF-06
D000406,2024-03-23,DQ,Bolsas,TechVision,18402.66,Pago,CC-DQ-03
D000407,2025-01-31,DGEO,Pessoal,DataCloud,7928.1,Pago,CC-DGEO-06
D000408,2025-04-15,DCM,Manutenção,EduSoft,6167.56,Pago,CC-DCM-05
D000409,2024-01-16,DLC,Pessoal,EduSoft,12214.68,Pendente,CC-DLC-09
D000410,2024-09-25,DEGEIT,Manutenção,DataCloud,8554.55,Pendente,CC-DEGEIT-11
D000411,2024-02-02,DGEO,Serviços Externos,TechVision,16005.23,Pago,CC-DGEO-05
D000412,2025-11-18,DLC,Viagens,MedSupply,10852.27,Pago,CC-DLC-08
D000413,2024-07-13,DBIO,Serviços Externos,DataCloud,18359.85,Anulado,CC-DBIO-07
D000414,2026-03-30,DEGEIT,Viagens,GreenEnergy,4417.65,Pago,CC-DEGEIT-07
D000415,2024-04-05,DLC,Infraestruturas,TechVision,40724.8,Pendente,CC-DLC-01
D000416,2025-06-06,DETI,Investigação,IberTravel,15334.08,Pago,CC-DETI-06
D000417,2025-04-18,DQ,Equipamento,IberTravel,4605.09,Pago,CC-DQ-09
D000418,2024-08-24,DLC,Viagens,DataCloud,3813.59,Pendente,CC-DLC-01
D000419,2024-08-09,DF,Manutenção,Global Office,5844.1,Pago,CC-DF-11
D000420,2026-01-16,DETI,Infraestruturas,DataCloud,41885.32,Pendente,CC-DETI-06
D000421,2024-10-03,DF,Equipamento,PrintWay,63123.89,Pago,CC-DF-10
D000422,2025-10-18,DGEO,Equipamento,TechVision,10382.13,Pago,CC-DGEO-04
D000423,2026-03-31,DEGEIT,Bolsas,EduSoft,6445.1,Pago,CC-DEGEIT-01
D000424,2024-12-20,DF,Manutenção,GreenEnergy,4578.56,Pago,CC-DF-04
D000425,2026-01-28,DEP,Infraestruturas,TechVision,57097.69,Pendente,CC-DEP-02
D000426,2025-09-28,DLC,Manutenção,TechVision,11271.07,Pago,CC-DLC-06
D000427,2025-09-23,DCM,Manutenção,PrintWay,9028.54,Pendente,CC-DCM-01
D000428,2024-01-29,DMAT,Infraestruturas,GreenEnergy,15395.12,Pago,CC-DMAT-07
D000429,2024-02-10,DLC,Serviços Externos,Global Office,4352.34,Pendente,CC-DLC-08
D000430,2025-03-28,DMAT,Infraestruturas,LabInstruments,50906.82,Anulado,CC-DMAT-10
D000431,2025-01-02,DF,Equipamento,TechVision,60709.06,Pago,CC-DF-04
D000432,2026-03-18,DCM,Pessoal,IberTravel,9754.21,Pago,CC-DCM-07
D000433,2025-06-28,DF,Equipamento,TechVision,46819.21,Pago,CC-DF-01
D000434,2026-03-09,DMAT,Manutenção,GreenEnergy,6053.16,Pago,CC-DMAT-01
D000435,2025-10-10,DMAT,Investigação,Campus Services,16894.93,Pago,CC-DMAT-07
D000436,2025-02-03,DF,Infraestruturas,GreenEnergy,23006.04,Pago,CC-DF-07
D000437,2025-05-02,DGEO,Viagens,IberTravel,18462.25,Pago,CC-DGEO-12
D000438,2026-03-11,DQ,Serviços Externos,EduSoft,6683.82,Pago,CC-DQ-09
D000439,2024-11-08,DETI,Equipamento,Global Office,58283.86,Anulado,CC-DETI-08
D000440,2025-06-16,DEGEIT,Serviços Externos,DataCloud,13846.24,Pago,CC-DEGEIT-02
D000441,2024-12-15,DQ,Infraestruturas,GreenEnergy,23443.57,Pago,CC-DQ-07
D000442,2025-02-09,DLC,Equipamento,GreenEnergy,51692.35,Pago,CC-DLC-12
D000443,2026-02-13,DGEO,Pessoal,LabInstruments,13490.14,Pago,CC-DGEO-10
D000444,2025-06-18,DCM,Bolsas,LabInstruments,14412.58,Pendente,CC-DCM-03
D000445,2024-10-14,DQ,Bolsas,DataCloud,16433.29,Pago,CC-DQ-09
D000446,2024-01-25,DMAT,Investigação,Campus Services,4647.56,Pago,CC-DMAT-09
D000447,2025-01-07,DGEO,Investigação,EduSoft,10482.87,Pago,CC-DGEO-01
D000448,2024-06-08,DEGEIT,Pessoal,MedSupply,14287.21,Pago,CC-DEGEIT-09
D000449,2025-03-27,DGEO,Infraestruturas,MedSupply,6569.0,Pago,CC-DGEO-08
D000450,2025-09-27,DEP,Investigação,GreenEnergy,13370.65,Pendente,CC-DEP-08
D000451,2024-04-13,DMAT,Investigação,EduSoft,7567.08,Pago,CC-DMAT-04
D000452,2026-01-17,DGEO,Infraestruturas,Campus Services,29289.13,Pago,CC-DGEO-05
D000453,2024-11-06,DCM,Equipamento,PrintWay,4552.21,Pago,CC-DCM-02
D000454,2025-07-14,DF,Viagens,Campus Services,7340.07,Pendente,CC-DF-09
D000455,2024-08-11,DEP,Manutenção,MedSupply,3407.59,Pendente,CC-DEP-04
D000456,2024-11-25,DMAT,Pessoal,IberTravel,15858.46,Pago,CC-DMAT-05
D000457,2025-06-26,DMAT,Pessoal,LabInstruments,12810.13,Pago,CC-DMAT-05
D000458,2024-05-19,DGEO,Serviços Externos,IberTravel,4284.77,Pago,CC-DGEO-12
D000459,2026-02-22,DETI,Infraestruturas,GreenEnergy,28023.0,Pago,CC-DETI-05
D000460,2024-09-12,DEP,Manutenção,GreenEnergy,10711.38,Pendente,CC-DEP-04
D000461,2024-08-16,DMAT,Infraestruturas,IberTravel,56945.43,Pago,CC-DMAT-09
D000462,2025-12-25,DLC,Bolsas,Global Office,17565.83,Pago,CC-DLC-01
D000463,2025-07-21,DLC,Equipamento,GreenEnergy,35928.0,Pago,CC-DLC-05
D000464,2025-01-06,DMAT,Manutenção,PrintWay,3961.53,Pago,CC-DMAT-08
D000465,2024-09-19,DQ,Serviços Externos,LabInstruments,7142.39,Pago,CC-DQ-02
D000466,2024-01-19,DGEO,Bolsas,MedSupply,12608.16,Pendente,CC-DGEO-05
D000467,2024-09-17,DEGEIT,Bolsas,Campus Services,12171.68,Pago,CC-DEGEIT-08
D000468,2024-03-07,DEP,Manutenção,Global Office,1953.4,Pago,CC-DEP-10
D000469,2025-01-18,DQ,Manutenção,GreenEnergy,17168.93,Pago,CC-DQ-06
D000470,2024-10-27,DETI,Manutenção,MedSupply,6945.35,Pago,CC-DETI-03
D000471,2024-08-20,DEGEIT,Infraestruturas,LabInstruments,58932.16,Pago,CC-DEGEIT-01
D000472,2024-11-11,DEGEIT,Infraestruturas,GreenEnergy,23077.06,Pendente,CC-DEGEIT-06
D000473,2025-06-07,DCM,Serviços Externos,EduSoft,3186.93,Pago,CC-DCM-12
D000474,2024-05-12,DCM,Investigação,TechVision,4044.25,Pago,CC-DCM-05
D000475,2024-01-01,DBIO,Bolsas,DataCloud,12257.05,Pago,CC-DBIO-11
D000476,2024-01-26,DLC,Serviços Externos,PrintWay,12439.96,Pago,CC-DLC-11
D000477,2025-11-09,DMAT,Bolsas,EduSoft,2183.47,Pago,CC-DMAT-10
D000478,2024-01-07,DGEO,Investigação,Global Office,7799.8,Pago,CC-DGEO-01
D000479,2026-02-11,DMAT,Serviços Externos,MedSupply,7875.48,Pago,CC-DMAT-07
D000480,2024-10-23,DMAT,Serviços Externos,GreenEnergy,8328.02,Anulado,CC-DMAT-03
D000481,2025-08-28,DQ,Bolsas,EduSoft,2295.95,Pago,CC-DQ-12
D000482,2025-03-20,DCM,Serviços Externos,IberTravel,12716.58,Pago,CC-DCM-10
D000483,2025-04-02,DGEO,Bolsas,PrintWay,4454.9,Pago,CC-DGEO-11
D000484,2025-09-06,DBIO,Manutenção,MedSupply,13999.38,Pago,CC-DBIO-12
D000485,2026-01-26,DBIO,Equipamento,TechVision,33637.73,Pago,CC-DBIO-09
D000486,2024-07-07,DBIO,Equipamento,MedSupply,33323.42,Pago,CC-DBIO-05
D000487,2024-09-22,DEGEIT,Manutenção,TechVision,7922.41,Pago,CC-DEGEIT-04
D000488,2024-02-13,DF,Investigação,GreenEnergy,5714.48,Pago,CC-DF-02
D000489,2026-02-08,DCM,Infraestruturas,TechVision,20385.35,Pago,CC-DCM-02
D000490,2025-07-18,DCM,Manutenção,DataCloud,310.94,Pago,CC-DCM-05
D000491,2025-05-31,DQ,Viagens,DataCloud,8629.36,Pago,CC-DQ-02
D000492,2024-02-05,DQ,Manutenção,MedSupply,11452.38,Pago,CC-DQ-03
D000493,2025-10-11,DCM,Pessoal,LabInstruments,5242.59,Pago,CC-DCM-11
D000494,2026-03-09,DEP,Serviços Externos,IberTravel,15894.97,Anulado,CC-DEP-08
D000495,2025-11-04,DETI,Bolsas,GreenEnergy,16840.29,Pago,CC-DETI-01
D000496,2024-02-07,DLC,Serviços Externos,PrintWay,15307.81,Pendente,CC-DLC-01
D000497,2025-10-19,DF,Viagens,TechVision,6545.76,Pago,CC-DF-11
D000498,2024-01-12,DMAT,Equipamento,LabInstruments,43234.85,Pago,CC-DMAT-03
D000499,2025-09-30,DQ,Serviços Externos,LabInstruments,913.55,Pago,CC-DQ-07
D000500,2025-08-30,DMAT,Pessoal,TechVision,16491.18,Pago,CC-DMAT-10
D000501,2025-07-13,DEP,Pessoal,MedSupply,11223.7,Pago,CC-DEP-11
D000502,2025-06-22,DF,Manutenção,IberTravel,9435.47,Pago,CC-DF-10
D000503,2026-01-10,DBIO,Pessoal,IberTravel,11398.58,Pago,CC-DBIO-04
D000504,2024-07-31,DEP,Infraestruturas,GreenEnergy,22361.39,Pago,CC-DEP-05
D000505,2024-06-02,DLC,Manutenção,TechVision,17430.26,Pago,CC-DLC-06
D000506,2025-10-01,DGEO,Equipamento,EduSoft,8845.38,Pago,CC-DGEO-08
D000507,2024-08-05,DETI,Bolsas,EduSoft,6734.66,Pago,CC-DETI-10
D000508,2024-12-13,DEGEIT,Bolsas,Global Office,6114.18,Pendente,CC-DEGEIT-02
D000509,2024-11-25,DGEO,Equipamento,TechVision,9538.67,Pendente,CC-DGEO-05
D000510,2024-05-18,DEP,Viagens,TechVision,5627.12,Pago,CC-DEP-05
D000511,2024-08-03,DETI,Equipamento,Global Office,4733.5,Pendente,CC-DETI-11
D000512,2025-09-03,DGEO,Serviços Externos,DataCloud,8668.79,Pago,CC-DGEO-06
D000513,2024-12-14,DMAT,Viagens,GreenEnergy,10978.7,Pendente,CC-DMAT-12
D000514,2025-11-14,DEP,Equipamento,GreenEnergy,27553.03,Pago,CC-DEP-05
D000515,2025-02-21,DCM,Serviços Externos,DataCloud,11090.46,Pendente,CC-DCM-01
D000516,2024-06-06,DEGEIT,Infraestruturas,IberTravel,59552.43,Pago,CC-DEGEIT-09
D000517,2025-03-18,DETI,Equipamento,Campus Services,4954.11,Pago,CC-DETI-11
D000518,2025-02-24,DEGEIT,Serviços Externos,IberTravel,1877.65,Pago,CC-DEGEIT-11
D000519,2024-08-31,DCM,Equipamento,GreenEnergy,37500.26,Pago,CC-DCM-07
D000520,2026-01-01,DETI,Infraestruturas,MedSupply,64451.84,Pendente,CC-DETI-08
D000521,2025-06-18,DQ,Pessoal,Global Office,2838.08,Pendente,CC-DQ-04
D000522,2025-08-17,DEP,Infraestruturas,Global Office,13828.29,Pendente,CC-DEP-11
D000523,2024-10-13,DQ,Manutenção,IberTravel,17044.01,Anulado,CC-DQ-11
D000524,2025-09-06,DF,Bolsas,DataCloud,5227.76,Pago,CC-DF-04
D000525,2025-09-26,DCM,Viagens,GreenEnergy,4721.16,Pago,CC-DCM-06
D000526,2024-06-22,DEGEIT,Manutenção,Global Office,17156.56,Pago,CC-DEGEIT-06
D000527,2025-02-02,DETI,Pessoal,LabInstruments,5085.37,Pago,CC-DETI-12
D000528,2025-08-01,DEP,Manutenção,PrintWay,6869.98,Pago,CC-DEP-05
D000529,2025-03-05,DGEO,Equipamento,TechVision,51401.33,Pago,CC-DGEO-09
D000530,2024-08-17,DETI,Pessoal,Campus Services,10735.29,Pago,CC-DETI-09
D000531,2024-06-28,DCM,Viagens,MedSupply,14028.08,Pendente,CC-DCM-11
D000532,2025-06-27,DMAT,Serviços Externos,MedSupply,3578.32,Pago,CC-DMAT-08
D000533,2025-05-29,DEP,Manutenção,IberTravel,14641.74,Pago,CC-DEP-08
D000534,2025-08-26,DCM,Infraestruturas,LabInstruments,26812.92,Pago,CC-DCM-05
D000535,2025-12-26,DEP,Investigação,MedSupply,15415.77,Pago,CC-DEP-07
D000536,2024-03-17,DETI,Infraestruturas,Campus Services,55501.27,Anulado,CC-DETI-11
D000537,2024-06-15,DGEO,Viagens,EduSoft,7244.78,Pendente,CC-DGEO-02
D000538,2025-08-10,DBIO,Bolsas,MedSupply,17777.82,Pendente,CC-DBIO-10
D000539,2024-08-02,DETI,Serviços Externos,IberTravel,1477.11,Pago,CC-DETI-03
D000540,2024-01-08,DEP,Equipamento,PrintWay,31477.25,Pago,CC-DEP-09
D000541,2024-12-08,DEP,Infraestruturas,MedSupply,44538.15,Pago,CC-DEP-06
D000542,2025-05-31,DMAT,Serviços Externos,DataCloud,7361.41,Pago,CC-DMAT-12
D000543,2024-03-17,DF,Investigação,TechVision,13779.7,Pago,CC-DF-11
D000544,2024-08-25,DF,Pessoal,DataCloud,17853.64,Pago,CC-DF-04
D000545,2024-11-14,DBIO,Equipamento,TechVision,17563.63,Pago,CC-DBIO-02
D000546,2025-05-29,DCM,Investigação,TechVision,944.79,Pago,CC-DCM-04
D000547,2024-07-26,DMAT,Pessoal,IberTravel,10218.42,Pago,CC-DMAT-11
D000548,2025-07-09,DETI,Investigação,Campus Services,17611.82,Pago,CC-DETI-06
D000549,2024-10-19,DCM,Manutenção,TechVision,18280.47,Pendente,CC-DCM-11
D000550,2024-05-27,DETI,Serviços Externos,LabInstruments,17306.32,Pendente,CC-DETI-10
D000551,2025-03-11,DEGEIT,Equipamento,EduSoft,63588.82,Pago,CC-DEGEIT-05
D000552,2025-03-20,DBIO,Bolsas,Campus Services,4496.5,Pago,CC-DBIO-01
D000553,2024-04-07,DCM,Pessoal,TechVision,2663.61,Pago,CC-DCM-02
D000554,2025-12-09,DEGEIT,Infraestruturas,IberTravel,24876.23,Pago,CC-DEGEIT-03
D000555,2025-09-22,DMAT,Serviços Externos,TechVision,4398.49,Pago,CC-DMAT-02
D000556,2024-12-05,DLC,Manutenção,Campus Services,3003.29,Pago,CC-DLC-04
D000557,2025-07-12,DEP,Manutenção,Campus Services,5740.82,Pendente,CC-DEP-09
D000558,2025-12-23,DGEO,Infraestruturas,LabInstruments,46144.46,Pago,CC-DGEO-04
D000559,2024-02-17,DEGEIT,Pessoal,Campus Services,4003.81,Pago,CC-DEGEIT-01
D000560,2024-09-13,DF,Bolsas,Campus Services,10109.5,Pago,CC-DF-11
D000561,2025-09-22,DGEO,Serviços Externos,MedSupply,7166.72,Pago,CC-DGEO-03
D000562,2025-01-19,DMAT,Investigação,MedSupply,3064.57,Pago,CC-DMAT-01
D000563,2026-03-03,DQ,Equipamento,GreenEnergy,28131.53,Pago,CC-DQ-11
D000564,2025-12-29,DF,Bolsas,MedSupply,1540.73,Anulado,CC-DF-11
D000565,2024-09-13,DEP,Investigação,Campus Services,1370.78,Pago,CC-DEP-12
D000566,2025-08-20,DETI,Investigação,Campus Services,1991.04,Pendente,CC-DETI-01
D000567,2024-04-04,DLC,Bolsas,EduSoft,5759.69,Pago,CC-DLC-09
D000568,2024-10-23,DCM,Viagens,IberTravel,1840.1,Pago,CC-DCM-08
D000569,2025-07-14,DMAT,Bolsas,IberTravel,16743.71,Pago,CC-DMAT-06
D000570,2025-10-31,DMAT,Investigação,PrintWay,15330.27,Pago,CC-DMAT-01
D000571,2025-06-01,DMAT,Bolsas,PrintWay,9049.24,Pago,CC-DMAT-07
D000572,2026-02-04,DBIO,Investigação,DataCloud,17295.5,Pago,CC-DBIO-05
D000573,2024-04-12,DQ,Investigação,DataCloud,16553.34,Pago,CC-DQ-11
D000574,2025-07-07,DLC,Pessoal,EduSoft,7182.18,Pago,CC-DLC-03
D000575,2026-01-30,DETI,Manutenção,TechVision,16137.44,Pendente,CC-DETI-05
D000576,2026-02-18,DGEO,Investigação,PrintWay,16339.79,Pago,CC-DGEO-06
D000577,2025-12-27,DGEO,Bolsas,IberTravel,17322.09,Pago,CC-DGEO-06
D000578,2024-12-13,DBIO,Bolsas,Global Office,316.59,Pago,CC-DBIO-03
D000579,2025-06-03,DETI,Bolsas,EduSoft,11688.37,Pago,CC-DETI-04
D000580,2024-12-20,DLC,Bolsas,TechVision,1228.06,Pago,CC-DLC-10
D000581,2024-06-09,DMAT,Bolsas,LabInstruments,3021.73,Pago,CC-DMAT-03
D000582,2024-12-01,DQ,Pessoal,LabInstruments,419.93,Pago,CC-DQ-01
D000583,2024-11-29,DQ,Infraestruturas,Campus Services,21487.19,Pago,CC-DQ-06
D000584,2025-01-10,DGEO,Investigação,IberTravel,14694.11,Pago,CC-DGEO-10
D000585,2026-02-21,DEGEIT,Pessoal,TechVision,2281.07,Pago,CC-DEGEIT-03
D000586,2025-05-18,DEGEIT,Serviços Externos,DataCloud,6415.82,Pendente,CC-DEGEIT-12
D000587,2025-07-24,DETI,Pessoal,MedSupply,7345.6,Pago,CC-DETI-03
D000588,2025-09-13,DETI,Serviços Externos,GreenEnergy,510.8,Pago,CC-DETI-05
D000589,2025-03-23,DGEO,Serviços Externos,Campus Services,11425.04,Pago,CC-DGEO-12
D000590,2025-01-10,DEP,Infraestruturas,LabInstruments,63597.79,Pago,CC-DEP-01
D000591,2025-12-31,DEP,Equipamento,IberTravel,51747.23,Pago,CC-DEP-03
D000592,2024-10-06,DGEO,Serviços Externos,TechVision,18239.75,Pendente,CC-DGEO-08
D000593,2025-11-30,DBIO,Investigação,PrintWay,357.79,Pago,CC-DBIO-07
D000594,2025-02-25,DETI,Serviços Externos,PrintWay,10423.68,Pago,CC-DETI-08
D000595,2025-04-01,DQ,Bolsas,Global Office,14094.61,Pago,CC-DQ-01
D000596,2025-12-26,DEP,Viagens,GreenEnergy,8621.92,Pago,CC-DEP-03
D000597,2024-05-21,DBIO,Bolsas,MedSupply,18196.57,Pago,CC-DBIO-12
D000598,2025-07-25,DBIO,Investigação,TechVision,3709.86,Pago,CC-DBIO-04
