inscricao_id,aluno_id,uc_id,semestre,ano_letivo,nota_final,resultado,epoca
I0000411,A00038,FIS2,2,2024/2025,12,Aprovado,Normal
I0000412,A00039,TRAD,2,2024/2025,17,Aprovado,Recurso
I0000413,A00039,BIAR,1,2024/2025,16,Aprovado,Recurso
I0000414,A00039,GENE,1,2022/2023,1,Reprovado,Normal
I0000415,A00039,PROG,1,2023/2024,13,Aprovado,Normal
I0000416,A00039,PROJ,1,2021/2022,10,Aprovado,Normal
I0000417,A00039,ING1,2,2025/2026,5,Reprovado,Recurso
I0000418,A00039,BDAD,2,2021/2022,2,Reprovado,Normal
I0000419,A00039,ANAC,1,2021/2022,12,Aprovado,Normal
I0000420,A00039,FIS1,2,2024/2025,15,Aprovado,Normal
I0000421,A00039,PSIC,1,2023/2024,16,Aprovado,Normal
I0000422,A00039,BIOC,1,2022/2023,8,Reprovado,Normal
I0000423,A00039,FINA,1,2022/2023,10,Aprovado,Especial
I0000424,A00040,SOFT,1,2023/2024,4,Reprovado,Normal
I0000425,A00040,REDES,1,2023/2024,13,Aprovado,Normal
I0000426,A00040,CALC,2,2023/2024,16,Aprovado,Especial
I0000427,A00040,ESTG,1,2023/2024,19,Aprovado,Normal
I0000428,A00040,ANAC,2,2024/2025,13,Aprovado,Normal
I0000429,A00040,MKTG,2,2025/2026,14,Aprovado,Normal
I0000430,A00040,PSIC,1,2024/2025,19,Aprovado,Normal
I0000431,A00040,SEMI,1,2024/2025,10,Aprovado,Recurso
I0000432,A00040,FIS2,2,2025/2026,17,Aprovado,Normal
I0000433,A00040,ALGA,1,2024/2025,19,Aprovado,Normal
I0000434,A00040,BDAD,2,2025/2026,17,Aprovado,Recurso
I0000435,A00040,BIAR,2,2024/2025,1,Reprovado,Normal
I0000436,A00041,PSIC,2,2023/2024,8,Reprovado,Normal
I0000437,A00041,MKTG,2,2025/2026,14,Aprovado,Normal
I0000438,A00041,DWHS,1,2024/2025,19,Aprovado,Normal
I0000439,A00041,FINA,2,2023/2024,,Não avaliado,Recurso
I0000440,A00041,QUIM,2,2024/2025,15,Aprovado,Normal
I0000441,A00041,PROG,1,2024/2025,16,Aprovado,Normal
I0000442,A00041,MACR,1,2024/2025,13,Aprovado,Recurso
I0000443,A00041,TRAD,2,2025/2026,,Não avaliado,Normal
I0000444,A00041,SEMI,2,2022/2023,12,Aprovado,Normal
I0000445,A00042,SINA,1,2025/2026,10,Aprovado,Normal
I0000446,A00042,DSCI,2,2022/2023,2,Reprovado,Normal
I0000447,A00042,FIS2,1,2025/2026,18,Aprovado,Recurso
I0000448,A00042,GENE,2,2022/2023,13,Aprovado,Normal
I0000449,A00042,MICR,1,2022/2023,18,Aprovado,Normal
I0000450,A00042,FINA,1,2025/2026,10,Aprovado,Normal
I0000451,A00042,MACR,2,2023/2024,10,Aprovado,Normal
I0000452,A00042,SEMI,1,2023/2024,,Não avaliado,Normal
I0000453,A00042,CALC,2,2025/2026,,Não avaliado,Recurso
I0000454,A00042,CONT,1,2022/2023,14,Aprovado,Normal
I0000455,A00042,EDUC,1,2022/2023,,Não avaliado,Especial
I0000456,A00042,DWHS,1,2025/2026,14,Aprovado,Recurso
I0000457,A00042,MLAB,2,2025/2026,20,Aprovado,Normal
I0000458,A00043,DWHS,2,2025/2026,19,Aprovado,Recurso
I0000459,A00043,FIS2,1,2025/2026,19,Aprovado,Normal
I0000460,A00043,REDES,1,2025/2026,16,Aprovado,Normal
I0000461,A00043,PSIC,2,2025/2026,11,Aprovado,Normal
I0000462,A00043,ESTA,1,2025/2026,18,Aprovado,Normal
I0000463,A00043,CONT,1,2025/2026,10,Aprovado,Normal
I0000464,A00043,MKTG,1,2025/2026,19,Aprovado,Normal
I0000465,A00043,SEMI,1,2025/2026,14,Aprovado,Recurso
I0000466,A00043,SINA,1,2025/2026,13,Aprovado,Normal
I0000467,A00043,CALC,1,2025/2026,20,Aprovado,Normal
I0000468,A00044,CALC,1,2025/2026,1,Reprovado,Recurso
I0000469,A00044,MACR,1,2025/2026,14,Aprovado,Recurso
I0000470,A00044,GENE,1,2024/2025,14,Aprovado,Normal
I0000471,A00044,BIAR,1,2024/2025,14,Aprovado,Normal
I0000472,A00044,BDAD,1,2024/2025,18,Aprovado,Recurso
I0000473,A00044,CONT,2,2025/2026,,Não avaliado,Normal
I0000474,A00044,ANAC,1,2024/2025,,Não avaliado,Normal
I0000475,A00044,QUIM,2,2024/2025,13,Aprovado,Normal
I0000476,A00044,PROJ,2,2025/2026,12,Aprovado,Especial
I0000477,A00045,PROG,1,2025/2026,18,Aprovado,Normal
I0000478,A00045,EDUC,2,2023/2024,1,Reprovado,Recurso
I0000479,A00045,ANAC,2,2023/2024,12,Aprovado,Recurso
I0000480,A00045,ESTA,2,2023/2024,,Não avaliado,Recurso
I0000481,A00045,TRAD,2,2023/2024,,Não avaliado,Normal
I0000482,A00045,QUIM,1,2023/2024,,Não avaliado,Normal
I0000483,A00045,CALC,1,2025/2026,11,Aprovado,Normal
I0000484,A00045,BDAD,2,2025/2026,4,Reprovado,Normal
I0000485,A00045,BIAR,1,2024/2025,9,Reprovado,Normal
I0000486,A00046,MKTG,2,2025/2026,11,Aprovado,Normal
I0000487,A00046,TRAD,1,2024/2025,4,Reprovado,Normal
I0000488,A00046,PSIC,1,2025/2026,14,Aprovado,Recurso
I0000489,A00046,CONT,1,2023/2024,15,Aprovado,Normal
I0000490,A00046,EDUC,2,2023/2024,16,Aprovado,Especial
I0000491,A00046,SINA,2,2023/2024,18,Aprovado,Normal
I0000492,A00046,FIS1,2,2024/2025,15,Aprovado,Normal
I0000493,A00046,PROG,2,2025/2026,1,Reprovado,Normal
I0000494,A00046,MICR,2,2025/2026,11,Aprovado,Especial
I0000495,A00046,GENE,2,2024/2025,15,Aprovado,Normal
I0000496,A00046,ESTA,2,2025/2026,19,Aprovado,Normal
I0000497,A00046,ANAC,1,2023/2024,19,Aprovado,Especial
I0000498,A00047,EDUC,1,2025/2026,16,Aprovado,Normal
I0000499,A00047,ING1,2,2024/2025,14,Aprovado,Normal
I0000500,A00047,MKTG,2,2022/2023,10,Aprovado,Normal
I0000501,A00047,CALC,1,2024/2025,0,Reprovado,Especial
I0000502,A00047,PSIC,2,2025/2026,,Não avaliado,Normal
I0000503,A00047,SINA,1,2025/2026,,Não avaliado,Normal
I0000504,A00047,PROJ,2,2025/2026,10,Aprovado,Normal
I0000505,A00047,DSCI,2,2022/2023,12,Aprovado,Normal
I0000506,A00047,BIOC,1,2025/2026,11,Aprovado,Normal
I0000507,A00047,CONT,1,2023/2024,18,Aprovado,Normal
I0000508,A00047,SOFT,1,2023/2024,18,Aprovado,Normal
I0000509,A00047,REDES,1,2024/2025,15,Aprovado,Especial
I0000510,A00048,ANAC,1,2024/2025,11,Aprovado,Normal
I0000511,A00048,ALGA,2,2024/2025,15,Aprovado,Normal
I0000512,A00048,MACR,1,2025/2026,20,Aprovado,Normal
I0000513,A00048,PROG,1,2024/2025,16,Aprovado,Normal
I0000514,A00048,SEMI,2,2025/2026,10,Aprovado,Normal
I0000515,A00048,DSCI,1,2025/2026,18,Aprovado,Normal
I0000516,A00048,GENE,1,2024/2025,1,Reprovado,Normal
I0000517,A00048,PROJ,1,2025/2026,19,Aprovado,Normal
I0000518,A00048,ING1,1,2024/2025,4,Reprovado,Normal
I0000519,A00048,FIS1,2,2025/2026,20,Aprovado,Normal
I0000520,A00049,FIS2,2,2022/2023,15,Aprovado,Normal
I0000521,A00049,BIOC,1,2022/2023,19,Aprovado,Recurso
I0000522,A00049,CALC,1,2023/2024,20,Aprovado,Normal
I0000523,A00049,GENE,2,2025/2026,,Não avaliado,Recurso
I0000524,A00049,FIS1,1,2025/2026,15,Aprovado,Normal
I0000525,A00049,MICR,2,2024/2025,9,Reprovado,Normal
I0000526,A00050,GENE,2,2024/2025,12,Aprovado,Normal
I0000527,A00050,MLAB,1,2025/2026,10,Aprovado,Normal
I0000528,A00050,MACR,2,2025/2026,17,Aprovado,Recurso
I0000529,A00050,REDES,2,2025/2026,1,Reprovado,Normal
I0000530,A00050,QUIM,2,2024/2025,13,Aprovado,Normal
I0000531,A00050,DSCI,2,2024/2025,18,Aprovado,Normal
I0000532,A00050,ALGA,1,2025/2026,18,Aprovado,Normal
I0000533,A00050,EDUC,2,2025/2026,12,Aprovado,Normal
I0000534,A00050,FIS1,2,2025/2026,17,Aprovado,Recurso
I0000535,A00050,ESTA,1,2025/2026,10,Aprovado,Normal
I0000536,A00051,DSCI,1,2023/2024,15,Aprovado,Normal
I0000537,A00051,SOFT,1,2023/2024,15,Aprovado,Normal
I0000538,A00051,MACR,1,2022/2023,17,Aprovado,Normal
I0000539,A00051,REDES,1,2023/2024,12,Aprovado,Normal
I0000540,A00051,SINA,1,2020/2021,,Não avaliado,Normal
I0000541,A00051,CONT,1,2025/2026,15,Aprovado,Normal
I0000542,A00051,BIOC,2,2022/2023,13,Aprovado,Recurso
I0000543,A00051,ALGA,1,2022/2023,13,Aprovado,Normal
I0000544,A00051,ANAC,1,2020/2021,16,Aprovado,Normal
I0000545,A00051,PROJ,1,2025/2026,11,Aprovado,Normal
I0000546,A00051,PROG,1,2021/2022,0,Reprovado,Normal
I0000547,A00052,SEMI,1,2025/2026,12,Aprovado,Recurso
I0000548,A00052,MLAB,1,2022/2023,13,Aprovado,Normal
I0000549,A00052,REDES,2,2022/2023,15,Aprovado,Normal
I0000550,A00052,BDAD,1,2023/2024,20,Aprovado,Normal
I0000551,A00052,MKTG,1,2022/2023,13,Aprovado,Normal
I0000552,A00052,CALC,2,2023/2024,11,Aprovado,Normal
I0000553,A00052,MICR,1,2022/2023,12,Aprovado,Normal
I0000554,A00052,QUIM,2,2024/2025,12,Aprovado,Normal
I0000555,A00052,PROJ,2,2024/2025,20,Aprovado,Normal
I0000556,A00052,PSIC,1,2025/2026,15,Aprovado,Normal
I0000557,A00052,FIS2,1,2024/2025,19,Aprovado,Especial
I0000558,A00052,SINA,1,2023/2024,15,Aprovado,Recurso
I0000559,A00053,DSCI,2,2025/2026,3,Reprovado,Normal
I0000560,A00053,MICR,2,2025/2026,,Não avaliado,Normal
I0000561,A00053,PROG,1,2025/2026,17,Aprovado,Normal
I0000562,A00053,PSIC,2,2025/2026,15,Aprovado,Normal
I0000563,A00053,FIS2,2,2025/2026,10,Aprovado,Recurso
I0000564,A00053,BIAR,1,2025/2026,5,Reprovado,Normal
I0000565,A00053,ING1,2,2025/2026,19,Aprovado,Normal
I0000566,A00053,SEMI,1,2025/2026,11,Aprovado,Normal
I0000567,A00053,GENE,1,2025/2026,17,Aprovado,Normal
I0000568,A00053,PROJ,2,2025/2026,12,Aprovado,Normal
I0000569,A00053,CONT,1,2025/2026,19,Aprovado,Normal
I0000570,A00053,FINA,2,2025/2026,8,Reprovado,Recurso
I0000571,A00053,DWHS,2,2025/2026,17,Aprovado,Normal
I0000572,A00054,FIS1,1,2024/2025,18,Aprovado,Normal
I0000573,A00054,CONT,1,2023/2024,11,Aprovado,Normal
I0000574,A00054,SINA,2,2024/2025,20,Aprovado,Normal
I0000575,A00054,ALGA,2,2025/2026,12,Aprovado,Especial
I0000576,A00054,ANAC,1,2024/2025,18,Aprovado,Normal
I0000577,A00054,DWHS,2,2025/2026,11,Aprovado,Recurso
I0000578,A00054,DSCI,1,2024/2025,2,Reprovado,Normal
I0000579,A00054,MICR,2,2022/2023,10,Aprovado,Recurso
I0000580,A00054,ING1,1,2024/2025,16,Aprovado,Normal
I0000581,A00055,PROJ,2,2024/2025,13,Aprovado,Normal
I0000582,A00055,ESTG,2,2024/2025,16,Aprovado,Normal
I0000583,A00055,MKTG,2,2025/2026,18,Aprovado,Normal
I0000584,A00055,PROG,1,2025/2026,19,Aprovado,Normal
I0000585,A00055,BIAR,1,2024/2025,16,Aprovado,Normal
I0000586,A00055,SOFT,1,2024/2025,,Não avaliado,Normal
I0000587,A00055,TRAD,2,2025/2026,15,Aprovado,Recurso
I0000588,A00055,REDES,1,2023/2024,,Não avaliado,Recurso
I0000589,A00055,MACR,2,2025/2026,2,Reprovado,Normal
I0000590,A00056,ESTA,1,2022/2023,11,Aprovado,Normal
I0000591,A00056,ALGA,1,2023/2024,13,Aprovado,Normal
I0000592,A00056,FIS1,2,2024/2025,20,Aprovado,Recurso
I0000593,A00056,ING1,2,2021/2022,,Não avaliado,Especial
I0000594,A00056,QUIM,2,2025/2026,2,Reprovado,Normal
I0000595,A00056,MLAB,2,2025/2026,0,Reprovado,Normal
I0000596,A00056,SINA,1,2022/2023,18,Aprovado,Normal
I0000597,A00056,MACR,2,2023/2024,12,Aprovado,Recurso
I0000598,A00056,CALC,2,2022/2023,12,Aprovado,Normal
I0000599,A00056,SEMI,2,2025/2026,16,Aprovado,Normal
I0000600,A00057,ALGA,1,2024/2025,,Não avaliado,Recurso
I0000601,A00057,PSIC,1,2024/2025,,Não avaliado,Recurso
I0000602,A00057,SINA,2,2025/2026,14,Aprovado,Recurso
I0000603,A00057,EDUC,1,2024/2025,,Não avaliado,Normal
I0000604,A00057,FIS2,2,2025/2026,18,Aprovado,Normal
I0000605,A00057,MICR,2,2025/2026,1,Reprovado,Normal
I0000606,A00057,CALC,1,2025/2026,4,Reprovado,Normal
I0000607,A00057,SOFT,2,2025/2026,,Não avaliado,Normal
I0000608,A00057,BIOC,2,2024/2025,,Não avaliado,Normal
I0000609,A00057,DWHS,1,2024/2025,,Não avaliado,Normal
I0000610,A00057,PROJ,1,2025/2026,,Não avaliado,Especial
I0000611,A00057,SEMI,1,2025/2026,0,Reprovado,Normal
I0000612,A00057,BDAD,2,2025/2026,17,Aprovado,Normal
I0000613,A00058,GENE,2,2024/2025,10,Aprovado,Normal
I0000614,A00058,ESTG,1,2024/2025,16,Aprovado,Normal
I0000615,A00058,ANAC,2,2025/2026,13,Aprovado,Recurso
I0000616,A00058,SINA,1,2023/2024,20,Aprovado,Normal
I0000617,A00058,BIOC,2,2024/2025,18,Aprovado,Normal
I0000618,A00058,DSCI,1,2023/2024,16,Aprovado,Normal
I0000619,A00058,BIAR,2,2024/2025,11,Aprovado,Normal
I0000620,A00058,QUIM,2,2024/2025,19,Aprovado,Normal
I0000621,A00058,FIS2,1,2024/2025,19,Aprovado,Normal
I0000622,A00058,PROJ,1,2025/2026,11,Aprovado,Normal
I0000623,A00059,SEMI,2,2025/2026,19,Aprovado,Recurso
I0000624,A00059,PSIC,1,2023/2024,11,Aprovado,Normal
I0000625,A00059,EDUC,2,2022/2023,,Não avaliado,Normal
I0000626,A00059,BIAR,2,2023/2024,15,Aprovado,Normal
I0000627,A00059,BIOC,2,2022/2023,17,Aprovado,Normal
I0000628,A00059,PROJ,1,2024/2025,13,Aprovado,Especial
I0000629,A00059,BDAD,2,2023/2024,16,Aprovado,Normal
I0000630,A00059,PROG,2,2022/2023,,Não avaliado,Normal
I0000631,A00059,QUIM,1,2024/2025,15,Aprovado,Normal
I0000632,A00059,CALC,2,2024/2025,17,Aprovado,Normal
I0000633,A00060,ALGA,2,2024/2025,8,Reprovado,Recurso
I0000634,A00060,SOFT,2,2022/2023,5,Reprovado,Recurso
I0000635,A00060,BIAR,1,2021/2022,8,Reprovado,Normal
I0000636,A00060,BIOC,2,2023/2024,3,Reprovado,Normal
I0000637,A00060,FINA,2,2025/2026,10,Aprovado,Normal
I0000638,A00060,SINA,2,2025/2026,0,Reprovado,Normal
I0000639,A00060,REDES,1,2022/2023,17,Aprovado,Normal
I0000640,A00060,ING1,1,2021/2022,18,Aprovado,Normal
I0000641,A00060,DSCI,1,2023/2024,,Não avaliado,Normal
I0000642,A00061,SINA,2,2024/2025,14,Aprovado,Normal
I0000643,A00061,ALGA,1,2025/2026,,Não avaliado,Especial
I0000644,A00061,MLAB,2,2025/2026,7,Reprovado,Especial
I0000645,A00061,FIS1,2,2024/2025,,Não avaliado,Normal
I0000646,A00061,ANAC,1,2025/2026,19,Aprovado,Normal
I0000647,A00061,ESTG,2,2025/2026,6,Reprovado,Normal
I0000648,A00061,ING1,1,2025/2026,14,Aprovado,Normal
I0000649,A00061,PROG,1,2025/2026,14,Aprovado,Especial
I0000650,A00061,SOFT,2,2025/2026,17,Aprovado,Normal
I0000651,A00061,ESTA,1,2024/2025,9,Reprovado,Normal
I0000652,A00061,BIAR,1,2025/2026,,Não avaliado,Normal
I0000653,A00062,ESTA,1,2025/2026,15,Aprovado,Normal
I0000654,A00062,CONT,1,2025/2026,16,Aprovado,Normal
I0000655,A00062,TRAD,2,2023/2024,18,Aprovado,Normal
I0000656,A00062,CALC,2,2024/2025,13,Aprovado,Normal
I0000657,A00062,MICR,2,2024/2025,18,Aprovado,Recurso
I0000658,A00062,EDUC,1,2023/2024,18,Aprovado,Normal
I0000659,A00062,ANAC,2,2023/2024,11,Aprovado,Normal
I0000660,A00062,BDAD,2,2023/2024,17,Aprovado,Normal
I0000661,A00062,FINA,2,2024/2025,18,Aprovado,Especial
I0000662,A00062,PROJ,2,2025/2026,3,Reprovado,Recurso
I0000663,A00063,PROG,1,2022/2023,2,Reprovado,Normal
I0000664,A00063,TRAD,2,2024/2025,19,Aprovado,Recurso
I0000665,A00063,ESTA,2,2025/2026,14,Aprovado,Normal
I0000666,A00063,SOFT,1,2020/2021,16,Aprovado,Normal
I0000667,A00063,CALC,2,2020/2021,16,Aprovado,Recurso
I0000668,A00063,EDUC,1,2022/2023,18,Aprovado,Recurso
I0000669,A00063,MLAB,1,2022/2023,7,Reprovado,Recurso
I0000670,A00064,DSCI,2,2022/2023,13,Aprovado,Recurso
I0000671,A00064,ANAC,1,2021/2022,10,Aprovado,Normal
I0000672,A00064,FIS2,1,2025/2026,17,Aprovado,Normal
I0000673,A00064,ESTA,2,2021/2022,8,Reprovado,Especial
I0000674,A00064,SEMI,1,2022/2023,14,Aprovado,Normal
I0000675,A00064,SINA,1,2025/2026,10,Aprovado,Normal
I0000676,A00064,MICR,1,2022/2023,3,Reprovado,Normal
I0000677,A00064,FINA,2,2024/2025,16,Aprovado,Normal
I0000678,A00064,EDUC,1,2025/2026,11,Aprovado,Normal
I0000679,A00065,BIOC,1,2025/2026,3,Reprovado,Normal
I0000680,A00065,PROG,1,2022/2023,,Não avaliado,Normal
I0000681,A00065,MKTG,1,2023/2024,19,Aprovado,Normal
I0000682,A00065,MLAB,2,2023/2024,14,Aprovado,Especial
I0000683,A00065,QUIM,1,2022/2023,12,Aprovado,Normal
I0000684,A00065,CONT,2,2023/2024,,Não avaliado,Recurso
I0000685,A00065,ING1,1,2024/2025,11,Aprovado,Normal
I0000686,A00065,ESTA,2,2025/2026,11,Aprovado,Normal
I0000687,A00065,MACR,2,2025/2026,2,Reprovado,Normal
I0000688,A00066,EDUC,2,2020/2021,,Não avaliado,Recurso
I0000689,A00066,MICR,2,2021/2022,,Não avaliado,Normal
I0000690,A00066,SEMI,1,2021/2022,16,Aprovado,Normal
I0000691,A00066,GENE,1,2025/2026,13,Aprovado,Normal
I0000692,A00066,BIOC,1,2023/2024,,Não avaliado,Especial
I0000693,A00066,CALC,1,2022/2023,20,Aprovado,Normal
I0000694,A00066,MLAB,1,2025/2026,19,Aprovado,Normal
I0000695,A00066,MKTG,1,2022/2023,15,Aprovado,Normal
I0000696,A00066,ALGA,2,2023/2024,15,Aprovado,Especial
I0000697,A00067,CONT,2,2022/2023,16,Aprovado,Normal
I0000698,A00067,ALGA,1,2023/2024,,Não avaliado,Normal
I0000699,A00067,GENE,2,2024/2025,11,Aprovado,Normal
I0000700,A00067,DWHS,1,2025/2026,14,Aprovado,Normal
I0000701,A00067,SINA,1,2022/2023,,Não avaliado,Normal
I0000702,A00067,PROJ,1,2022/2023,2,Reprovado,Normal
I0000703,A00067,MKTG,2,2023/2024,17,Aprovado,Normal
I0000704,A00067,MLAB,1,2025/2026,20,Aprovado,Normal
I0000705,A00067,ESTG,1,2023/2024,11,Aprovado,Recurso
I0000706,A00067,FINA,2,2023/2024,11,Aprovado,Normal
I0000707,A00067,CALC,1,2025/2026,12,Aprovado,Normal
I0000708,A00067,PROG,2,2022/2023,19,Aprovado,Normal
I0000709,A00067,SEMI,1,2023/2024,13,Aprovado,Normal
I0000710,A00068,FIS2,1,2024/2025,,Não avaliado,Recurso
I0000711,A00068,GENE,2,2024/2025,16,Aprovado,Normal
I0000712,A00068,ALGA,2,2025/2026,20,Aprovado,Normal
I0000713,A00068,PSIC,2,2024/2025,11,Aprovado,Recurso
I0000714,A00068,REDES,2,2025/2026,20,Aprovado,Especial
I0000715,A00068,ANAC,2,2025/2026,17,Aprovado,Normal
I0000716,A00068,PROJ,2,2025/2026,5,Reprovado,Normal
I0000717,A00068,TRAD,2,2025/2026,15,Aprovado,Recurso
I0000718,A00069,ESTG,2,2024/2025,,Não avaliado,Recurso
I0000719,A00069,GENE,2,2025/2026,,Não avaliado,Recurso
I0000720,A00069,SEMI,1,2025/2026,6,Reprovado,Recurso
I0000721,A00069,CALC,1,2025/2026,7,Reprovado,Normal
I0000722,A00069,EDUC,1,2025/2026,19,Aprovado,Normal
I0000723,A00069,MKTG,2,2024/2025,,Não avaliado,Normal
I0000724,A00069,BIOC,2,2024/2025,6,Reprovado,Especial
I0000725,A00069,SINA,1,2025/2026,4,Reprovado,Normal
I0000726,A00069,DWHS,2,2024/2025,10,Aprovado,Normal
I0000727,A00069,MACR,2,2025/2026,,Não avaliado,Recurso
I0000728,A00069,DSCI,1,2024/2025,,Não avaliado,Normal
I0000729,A00070,MLAB,1,2024/2025,15,Aprovado,Normal
I0000730,A00070,SINA,1,2025/2026,20,Aprovado,Normal
I0000731,A00070,QUIM,2,2024/2025,,Não avaliado,Normal
I0000732,A00070,ANAC,1,2024/2025,15,Aprovado,Normal
I0000733,A00070,ESTA,1,2024/2025,9,Reprovado,Normal
I0000734,A00070,ING1,1,2024/2025,19,Aprovado,Recurso
I0000735,A00070,SEMI,1,2025/2026,11,Aprovado,Normal
I0000736,A00070,MICR,2,2024/2025,14,Aprovado,Especial
I0000737,A00070,TRAD,2,2024/2025,17,Aprovado,Recurso
I0000738,A00070,SOFT,2,2024/2025,6,Reprovado,Recurso
I0000739,A00070,PROJ,1,2025/2026,18,Aprovado,Normal
I0000740,A00070,FINA,1,2024/2025,20,Aprovado,Normal
I0000741,A00070,MACR,2,2025/2026,,Não avaliado,Normal
I0000742,A00070,MKTG,1,2025/2026,20,Aprovado,Normal
I0000743,A00070,ALGA,2,2024/2025,17,Aprovado,Normal
I0000744,A00070,BDAD,2,2025/2026,5,Reprovado,Recurso
I0000745,A00071,ESTA,1,2023/2024,16,Aprovado,Normal
I0000746,A00071,ANAC,1,2023/2024,17,Aprovado,Normal
I0000747,A00071,MLAB,1,2025/2026,4,Reprovado,Recurso
I0000748,A00071,EDUC,2,2023/2024,14,Aprovado,Normal
I0000749,A00071,SOFT,2,2025/2026,19,Aprovado,Normal
I0000750,A00071,TRAD,2,2022/2023,11,Aprovado,Normal
I0000751,A00071,REDES,1,2025/2026,13,Aprovado,Especial
I0000752,A00071,GENE,1,2024/2025,17,Aprovado,Especial
I0000753,A00071,BDAD,2,2024/2025,15,Aprovado,Recurso
I0000754,A00071,DWHS,1,2023/2024,,Não avaliado,Normal
I0000755,A00071,ING1,2,2025/2026,11,Aprovado,Especial
I0000756,A00072,MACR,1,2025/2026,15,Aprovado,Normal
I0000757,A00072,BIAR,2,2025/2026,10,Aprovado,Recurso
I0000758,A00072,MICR,1,2025/2026,3,Reprovado,Normal
I0000759,A00072,DWHS,1,2025/2026,15,Aprovado,Normal
I0000760,A00072,MLAB,1,2025/2026,11,Aprovado,Normal
I0000761,A00072,BIOC,2,2025/2026,14,Aprovado,Normal
I0000762,A00072,GENE,1,2025/2026,13,Aprovado,Normal
I0000763,A00072,ESTG,2,2025/2026,,Não avaliado,Normal
I0000764,A00072,ANAC,1,2025/2026,2,Reprovado,Normal
I0000765,A00072,CONT,2,2025/2026,20,Aprovado,Normal
I0000766,A00072,ESTA,2,2025/2026,19,Aprovado,Normal
I0000767,A00072,MKTG,1,2025/2026,15,Aprovado,Recurso
I0000768,A00072,PROG,1,2025/2026,8,Reprovado,Normal
I0000769,A00073,PROG,1,2025/2026,11,Aprovado,Recurso
I0000770,A00073,DSCI,1,2024/2025,16,Aprovado,Recurso
I0000771,A00073,ANAC,1,2021/2022,19,Aprovado,Normal
I0000772,A00073,ESTG,2,2024/2025,20,Aprovado,Normal
I0000773,A00073,BIOC,1,2025/2026,13,Aprovado,Normal
I0000774,A00073,TRAD,2,2023/2024,12,Aprovado,Normal
I0000775,A00073,MICR,1,2024/2025,18,Aprovado,Normal
I0000776,A00073,FIS1,2,2022/2023,10,Aprovado,Normal
I0000777,A00073,SOFT,2,2023/2024,16,Aprovado,Normal
I0000778,A00073,REDES,2,2021/2022,13,Aprovado,Normal
I0000779,A00073,BDAD,2,2024/2025,11,Aprovado,Normal
I0000780,A00073,QUIM,1,2022/2023,8,Reprovado,Normal
I0000781,A00074,DWHS,2,2020/2021,13,Aprovado,Normal
I0000782,A00074,GENE,1,2020/2021,12,Aprovado,Normal
I0000783,A00074,CALC,1,2020/2021,18,Aprovado,Normal
I0000784,A00074,SOFT,1,2021/2022,18,Aprovado,Recurso
I0000785,A00074,ING1,1,2025/2026,,Não avaliado,Normal
I0000786,A00074,REDES,1,2024/2025,6,Reprovado,Normal
I0000787,A00074,PROG,1,2020/2021,20,Aprovado,Normal
I0000788,A00075,MICR,2,2025/2026,12,Aprovado,Normal
I0000789,A00075,DSCI,2,2025/2026,14,Aprovado,Normal
I0000790,A00075,PSIC,1,2025/2026,,Não avaliado,Recurso
I0000791,A00075,FIS1,1,2025/2026,14,Aprovado,Normal
I0000792,A00075,ALGA,2,2025/2026,13,Aprovado,Normal
I0000793,A00075,ING1,1,2025/2026,9,Reprovado,Recurso
I0000794,A00075,ESTG,2,2025/2026,15,Aprovado,Normal
I0000795,A00075,BIOC,1,2025/2026,15,Aprovado,Normal
I0000796,A00075,QUIM,1,2025/2026,17,Aprovado,Normal
I0000797,A00076,ESTA,2,2023/2024,12,Aprovado,Recurso
I0000798,A00076,MLAB,2,2025/2026,10,Aprovado,Normal
I0000799,A00076,CALC,1,2025/2026,13,Aprovado,Normal
I0000800,A00076,BIOC,2,2025/2026,0,Reprovado,Normal
I0000801,A00076,DWHS,1,2023/2024,4,Reprovado,Normal
I0000802,A00076,EDUC,2,2022/2023,16,Aprovado,Recurso
I0000803,A00076,SOFT,2,2023/2024,13,Aprovado,Normal
I0000804,A00076,ESTG,1,2022/2023,6,Reprovado,Recurso
I0000805,A00077,FIS2,1,2025/2026,,Não avaliado,Normal
I0000806,A00077,CALC,1,2025/2026,6,Reprovado,Normal
I0000807,A00077,BDAD,2,2025/2026,,Não avaliado,Normal
I0000808,A00077,MKTG,1,2025/2026,18,Aprovado,Normal
I0000809,A00077,REDES,2,2025/2026,1,Reprovado,Recurso
I0000810,A00077,CONT,1,2025/2026,9,Reprovado,Normal
I0000811,A00077,BIOC,2,2025/2026,,Não avaliado,Normal
I0000812,A00077,MICR,2,2025/2026,14,Aprovado,Normal
I0000813,A00077,PROJ,1,2025/2026,17,Aprovado,Normal
I0000814,A00077,FIS1,2,2025/2026,18,Aprovado,Normal
I0000815,A00077,PSIC,1,2025/2026,19,Aprovado,Recurso
I0000816,A00078,PROJ,2,2024/2025,17,Aprovado,Normal
I0000817,A00078,DWHS,2,2023/2024,12,Aprovado,Normal
I0000818,A00078,TRAD,1,2023/2024,16,Aprovado,Recurso
I0000819,A00078,FINA,2,2024/2025,11,Aprovado,Normal
I0000820,A00078,CALC,1,2025/2026,,Não avaliado,Recurso
I0000821,A00078,ING1,2,2023/2024,13,Aprovado,Normal
I0000822,A00078,BIOC,2,2025/2026,13,Aprovado,Normal
